id,amount,merchant_name,payment_method,transaction_time,device_id,location,sender,receiver,is_fraud,fraud_type
18909120-7eb5-4152-8f1b-311f7a30881d,477000.0,Toko Online Bu Sari,GoPay,2024-08-12T21:38:21.797737,IOS-50DB08A6,Bekasi,Andi Kurniawan,Toko Sembako Bu Yanti,0,
46371a1c-fb1f-4153-8f81-b81e2965d6d4,75000.0,Konter HP Bu Nurul,BNI,2024-09-25T09:23:36.721796,IOS-08D27AB6,Bandung,Anonim-2670,Toko Baju Murah Pak Rahmat,1,identity_fraud
2f8b9ed7-db07-4d1f-873a-26a46d2f4d4b,98560000.0,Laundry Kilat Bu Wati,Dana,2024-08-13T00:38:54.231739,ANDROID-E3816327,Medan,Andi Prasetyo,Laundry Kilat Bu Wati,1,amount_anomaly
af1a3254-0a4a-44b2-8adb-60a3be9bdcfa,3728000.0,FAKE-Toko Sembako Bu Yanti,OVO,2024-06-12T16:42:15.292991,WEB-D9B14237,Tangerang,Citra Lestari,Salon Cantik Bu Dewi,1,invoice_manipulation
6500344e-b87c-495c-8938-654266e6c8c0,252000.0,Toko Baju Murah Pak Rahmat,LinkAja,2024-04-29T11:21:44.087583,WEB-597B2BFD,Jakarta Timur,Gilang Kurniawan,Kios Pulsa Mas Feri,0,
0769b821-cb11-405e-bb8f-da44c7bfe4c0,4935000.0,Warung Kopi Mas Rizky,BCA,2024-09-16T03:16:17.085659,WEB-E2694294,Medan,Vina Prasetyo,Toko Online Bu Sari,1,suspicious_pattern
a5538893-671d-476d-a3ec-e5754a5ef272,116865000.0,Bengkel Motor Mas Agus,LinkAja,2024-03-11T10:02:41.871658,IOS-56805B3A,Jakarta Timur,Citra Purnama,Toko Buah Bu Lastri,1,amount_anomaly
c38e2384-139e-49ba-9d68-42728fcfb26a,326000.0,Minimarket Bu Endah,Dana,2024-06-28T23:07:11.896762,WEB-7067CEFF,Bekasi,Umi Handoko,Bengkel Motor Mas Agus,0,
14e0b355-fa25-4cc3-9e45-1a651b77c6e7,148000.0,Toko Alat Tulis Mas Erwan,BNI,2024-08-14T13:55:10.845997,IOS-8A0768B2,Makassar,Umi Kusuma,Konter HP Bu Nurul,0,
b38f13ee-cfa2-4ebc-bca0-4fae42ff814b,116000.0,Jasa Print Pak Hendra,OVO,2024-05-27T09:04:25.786373,WEB-71C0DAB9,Semarang,Tono Wibowo,Konter HP Bu Nurul,0,
409501a0-c4a0-4797-b8b8-d1c93a5be520,723000.0,FAKE-Toko Buah Bu Lastri,BRI,2024-03-13T07:47:51.415440,IOS-DFE3EBE6,Jakarta Pusat,Putri Wijaya,Bengkel Motor Mas Agus,1,invoice_manipulation
7f274bc9-98c3-482d-9bbc-d5cc21ab23af,51000.0,Bengkel Motor Mas Agus,BRI,2024-12-12T19:12:57.756901,IOS-3097860D,Medan,Reza Nugroho,Apotek Sehat Sejahtera,0,
00d2702d-997f-441e-9697-6b54d74e1bcb,3430000.0,Bakso Pak Soleh,Mandiri,2024-03-31T17:44:11.968842,WEB-11A1CF20,Jakarta Timur,Citra Purnama,Toko Baju Murah Pak Rahmat,0,
cf9be37a-429d-4c0d-b379-59678e881f5d,32000.0,Bengkel Las Pak Slamet,QRIS,2024-07-12T14:49:36.759422,ANDROID-0843549B,Semarang,Fajar Kusuma,Kios Pulsa Mas Feri,0,
f9c8caa8-d7de-4cfb-bd1e-35cf849fd1d2,60000.0,Bakso Pak Soleh,Dana,2024-09-12T11:38:04.223765,WEB-B63F75DD,Jakarta Barat,Putri Wibowo,Warung Pak Budi,0,
6538ba74-d9b1-41b2-8d27-35d0939d00c4,1979000.0,FAKE-Laundry Kilat Bu Wati,Mandiri,2024-03-13T19:21:57.451214,WEB-FCCC52DD,Palembang,Kartini Lestari,Toko Buah Bu Lastri,1,invoice_manipulation
2a6d3fff-d90e-4606-bb1a-499dace062ea,58000.0,Toko Sembako Bu Yanti,QRIS,2024-05-16T22:14:17.044571,ANDROID-0E8990A7,Yogyakarta,Wahyu Lestari,Minimarket Bu Endah,0,
94eca19e-1660-4d23-95c1-9b5b1c94e0e0,15000.0,Toko Online Bu Sari,OVO,2024-08-14T21:24:10.897663,IOS-BFB908AB,Tangerang,Tono Kusuma,Jasa Print Pak Hendra,0,
799c90e9-6454-4be5-a855-e9f1dc142968,436000.0,Warung Kopi Mas Rizky,GoPay,2024-11-24T10:31:42.056098,ANDROID-A09B3D2D,Surabaya,Joko Santoso,Toko Online Bu Sari,0,
0ab179a3-d410-4d36-916e-4dac1fbf8ff6,2578000.0,Kios Pulsa Mas Feri,LinkAja,2024-03-29T06:26:25.981722,IOS-734ABB3C,Jakarta Utara,Anonim-1845,Kios Pulsa Mas Feri,1,identity_fraud
14644c99-0d3a-4a36-ac44-f0f621e0d176,253000.0,Toko Alat Tulis Mas Erwan,ShopeePay,2024-10-31T16:10:54.347707,WEB-0C9AF120,Tangerang,Hani Saputra,Warung Makan Bu Tini,0,
46f9e0c2-627e-4c95-8f00-2e2b9ecf03d0,461000.0,Toko Online Bu Sari,BRI,2024-03-20T15:28:47.139637,IOS-81DDF045,Jakarta Selatan,Wahyu Prasetyo,Konter HP Bu Nurul,0,
bbcf0fb7-416d-4a0a-9cfe-74aa1405c909,1890000.0,FAKE-Bengkel Motor Mas Agus,Mandiri,2024-08-06T14:11:29.401650,IOS-0AD57137,Jakarta Timur,Irwan Lestari,Kios Pulsa Mas Feri,1,invoice_manipulation
bde5a77b-602e-446c-9ff2-0467aa8af59c,909000.0,Salon Cantik Bu Dewi,BNI,2024-09-16T10:52:21.214425,IOS-0083EFEB,Jakarta Pusat,Joko Suharto,Apotek Sehat Sejahtera,0,
39d4e7ff-a58e-46da-9a15-d5d2a7758029,47000.0,Toko Sembako Bu Yanti,Mandiri,2024-05-20T16:40:57.301616,ANDROID-D353F301,Tangerang,Wahyu Saputra,Toko Buah Bu Lastri,0,
a17d724f-dd5c-4c14-a79e-11700e3b0cd2,361000.0,Bakso Pak Soleh,BRI,2024-10-17T16:56:38.817428,WEB-38D3B48F,Tangerang,Tono Kurniawan,Bengkel Las Pak Slamet,0,
85f5d775-9e55-4dd1-81ad-189f478c65b8,483000.0,Konter HP Bu Nurul,BCA,2024-01-18T08:22:29.004056,WEB-A803DA63,Surabaya,Mira Wibowo,Minimarket Bu Endah,0,
aeea9cec-fe7a-4cd6-92b2-29ed1840a93f,67175000.0,Toko Buah Bu Lastri,Dana,2024-07-20T07:54:36.402272,IOS-DFAED27E,Tangerang,Dewi Handoko,Kios Pulsa Mas Feri,1,amount_anomaly
6b098638-e9aa-4a7e-a8a1-d1b7b90d2175,1748000.0,Warung Kopi Mas Rizky,QRIS,2024-09-19T13:19:26.055953,IOS-CC84E2F2,Yogyakarta,Vina Lestari,Toko Sembako Bu Yanti,0,
6a9d4df4-0cc3-40c7-9e7d-ef0208f044f7,267000.0,Salon Cantik Bu Dewi,BNI,2024-04-19T21:27:03.703124,IOS-8D94DED3,Jakarta Barat,Budi Purnama,Minimarket Bu Endah,0,
f789525d-df5f-4b98-a4d4-c58cf808ff11,24000.0,Supermarket Berkah Jaya,OVO,2024-07-27T13:42:56.079001,WEB-444296FA,Depok,Andi Saputra,Toko Alat Tulis Mas Erwan,0,
a4e322a1-c288-4010-868b-49eea84c1533,383000.0,Jasa Print Pak Hendra,OVO,2024-11-21T11:54:54.198875,IOS-C8DB5DEA,Surabaya,Hani Firmansyah,Bengkel Las Pak Slamet,0,
4bbf2307-834b-4209-8ac5-193b4e311410,401000.0,Kios Pulsa Mas Feri,BCA,2024-03-06T11:08:43.613548,IOS-1E547432,Jakarta Utara,Andi Susanto,Konter HP Bu Nurul,0,
08d95b46-aa44-463f-b9f6-30d4839c4e00,74000.0,Warung Makan Bu Tini,LinkAja,2024-08-17T09:52:31.272992,WEB-42293F77,Bandung,Dewi Hidayat,Laundry Kilat Bu Wati,0,
07a13df8-8f8b-4a96-9aae-578b135f4253,303000.0,Bakso Pak Soleh,OVO,2024-09-18T20:18:05.460697,WEB-9F766681,Palembang,Dewi Hidayat,Bengkel Las Pak Slamet,0,
b23c305a-fbd8-40d8-833b-60464cf346ee,328000.0,Warung Kopi Mas Rizky,Dana,2024-03-26T22:51:56.852562,IOS-A8206575,Depok,Gilang Handoko,Kios Pulsa Mas Feri,0,
0dff2790-88f9-40c3-bb89-aab6e590afe5,71000.0,Warung Makan Bu Tini,BNI,2024-04-25T03:53:49.433852,WEB-1A5689A9,Makassar,Umi Rahayu,Toko Online Bu Sari,1,suspicious_pattern
f097922e-d931-4d85-a90c-7558d4bbfd0f,18000.0,Bengkel Las Pak Slamet,BRI,2024-07-15T11:55:02.624188,WEB-5365DAF4,Surabaya,Reza Purnama,Toko Baju Murah Pak Rahmat,0,
53d4775e-b6bb-4466-9ebc-b0addf2ba96c,443000.0,Salon Cantik Bu Dewi,Dana,2024-09-16T04:56:42.074453,ANDROID-962C44EF,Jakarta Timur,Budi Prasetyo,Bengkel Las Pak Slamet,1,suspicious_pattern
4093193b-b563-4f98-8441-9a34822e655d,336000.0,Konter HP Bu Nurul,Dana,2024-02-11T08:22:31.561925,ANDROID-9809675E,Semarang,Fajar Kusuma,Kios Pulsa Mas Feri,0,
81c8396b-91d6-48a7-a02b-e2eed3360d67,1219000.0,Toko Elektronik Mas Dedi,GoPay,2024-06-01T07:57:11.574062,ANDROID-30C28300,Bekasi,Dewi Prasetyo,Warung Kopi Mas Rizky,0,
f1860f1b-40a8-4035-9615-179133caf57e,91000.0,Toko Alat Tulis Mas Erwan,Mandiri,2024-10-22T22:42:39.494734,ANDROID-E7C1E798,Jakarta Barat,Lina Wijaya,Kios Pulsa Mas Feri,0,
ed0e873f-18ee-4dd3-9181-7e0e3e4b83b6,4240000.0,FAKE-Toko Sembako Bu Yanti,Dana,2024-01-05T13:18:16.752961,WEB-C744F86A,Jakarta Utara,Eko Hidayat,Salon Cantik Bu Dewi,1,invoice_manipulation
8370bd76-b460-4027-ac6a-d351dc2f7df0,1790000.0,FAKE-Toko Sembako Bu Yanti,Dana,2024-05-12T16:00:56.475865,IOS-56FB9D4A,Yogyakarta,Umi Prasetyo,Toko Alat Tulis Mas Erwan,1,invoice_manipulation
846f1320-ca03-4c67-88b4-819229104041,490000.0,Warung Makan Bu Tini,BCA,2024-02-19T07:16:13.604687,ANDROID-ED11941D,Makassar,Eko Lestari,Toko Sembako Bu Yanti,0,
bae49a81-04f5-485e-a8af-97f9c180a896,318000.0,Toko Buah Bu Lastri,Mandiri,2024-02-11T17:29:58.435912,IOS-7E9CFEAD,Semarang,Anonim-3384,Toko Online Bu Sari,1,identity_fraud
64d39a0d-6736-4cc4-9c1e-b4b4b74325eb,1349000.0,Laundry Kilat Bu Wati,LinkAja,2024-09-10T14:17:11.805374,IOS-56B494F2,Bandung,Umi Setiawan,Laundry Kilat Bu Wati,0,
e4326240-2488-4406-a3a5-ae0ee89f4c09,4767000.0,Minimarket Bu Endah,Mandiri,2024-06-08T03:54:10.904351,WEB-9DD738C2,Bekasi,Anonim-3833,Minimarket Bu Endah,1,identity_fraud
f1d7629e-e026-4fe5-80b6-00a0028daf6b,84000.0,Bakso Pak Soleh,BCA,2024-10-20T07:08:08.016605,WEB-9CB964E5,Semarang,Budi Wibowo,Minimarket Bu Endah,0,
6a747ebb-f196-4b72-995a-b41cb3ef0419,75000.0,Laundry Kilat Bu Wati,Dana,2024-10-30T12:59:05.691874,WEB-EFF794C4,Semarang,Umi Ariani,Jasa Print Pak Hendra,0,
82be4f63-af16-48f5-82f7-088a7a4512c3,251000.0,Kios Pulsa Mas Feri,GoPay,2024-08-19T15:02:48.337254,WEB-493B38D1,Makassar,Tono Purnama,Jasa Print Pak Hendra,0,
288a9654-bbaf-4883-a805-9a12169ee6c2,851000.0,Toko Elektronik Mas Dedi,BRI,2024-06-14T09:34:08.855177,WEB-0825182B,Depok,Yanto Purnama,Konter HP Bu Nurul,0,
743cbbac-1a16-4d9e-b7fc-e44bf8e58761,150000.0,Toko Elektronik Mas Dedi,ShopeePay,2024-12-12T08:08:25.789591,IOS-5517B105,Makassar,Umi Setiawan,Toko Sembako Bu Yanti,0,
847452e3-c910-490d-82b0-ac11100fa3d3,1467000.0,Toko Online Bu Sari,Mandiri,2024-10-28T16:41:07.061485,ANDROID-7B44CB50,Jakarta Timur,Anonim-3165,Warung Makan Bu Tini,1,identity_fraud
30c69574-45e5-4f42-872c-be9e5cf952d0,47000.0,Toko Alat Tulis Mas Erwan,BCA,2024-08-05T10:37:16.765098,WEB-DA57B8A0,Bekasi,Oka Hidayat,Toko Alat Tulis Mas Erwan,0,
2e6fd609-a318-49c4-a61d-8e08e15c452c,1615000.0,Toko Buah Bu Lastri,Dana,2024-08-11T20:50:03.650615,IOS-37BC052C,Depok,Sari Saputra,Apotek Sehat Sejahtera,0,
1ceb002e-b197-4df4-8307-c17b316f4e13,32000.0,Minimarket Bu Endah,Mandiri,2024-12-11T13:45:16.687426,ANDROID-32136BFA,Jakarta Barat,Putri Susanto,Apotek Sehat Sejahtera,0,
8968293d-09f4-4379-a8bf-a367fc76cbf1,190863000.0,Toko Buah Bu Lastri,OVO,2024-05-07T03:24:19.699467,IOS-F47FF7E8,Semarang,Wahyu Kusuma,Supermarket Berkah Jaya,1,amount_anomaly
2ff24f17-de4f-420c-bf5f-b8d0de3c4696,373000.0,Warung Makan Bu Tini,ShopeePay,2024-02-13T03:35:14.163401,WEB-DA0D8417,Tangerang,Kartini Firmansyah,Kios Pulsa Mas Feri,1,suspicious_pattern
9a36ec8d-caab-4f1d-b133-6945b787e7d3,89000.0,Toko Elektronik Mas Dedi,QRIS,2024-06-09T02:50:37.745630,IOS-45EF4CA2,Depok,Andi Handoko,Bakso Pak Soleh,0,
89ebab62-66b6-40e5-98e7-17a1ad3a53ba,618000.0,FAKE-Bakso Pak Soleh,GoPay,2024-01-12T22:13:46.523997,ANDROID-005B9E4F,Semarang,Reza Setiawan,Toko Sembako Bu Yanti,1,invoice_manipulation
d9ec9cf4-4e1a-4157-ac7c-05d26be0fe65,70000.0,Toko Buah Bu Lastri,LinkAja,2024-02-26T08:52:47.833764,IOS-9F53FCCB,Bandung,Wahyu Suharto,Minimarket Bu Endah,0,
41379887-203d-4665-be7f-4ea213cea4ab,89000.0,Bakso Pak Soleh,Dana,2024-09-14T08:07:54.380059,IOS-8B46FC5C,Jakarta Barat,Irwan Kurniawan,Salon Cantik Bu Dewi,0,
8c4f3a99-262f-4173-afcf-cd1ca68db021,164000.0,Salon Cantik Bu Dewi,BRI,2024-01-05T14:10:37.313547,WEB-EA98A637,Jakarta Pusat,Budi Kusuma,Toko Elektronik Mas Dedi,0,
06780d62-1ef7-46ea-ad17-d8e6da0a1328,60000.0,Warung Makan Bu Tini,BRI,2024-04-08T05:50:21.509466,WEB-D6FDAEC1,Bandung,Wahyu Kusuma,Warung Kopi Mas Rizky,0,
97f53276-8c66-43ff-8d87-47f2e13ff849,161000.0,Konter HP Bu Nurul,GoPay,2024-11-24T21:02:19.880822,IOS-E2C02929,Bandung,Kartini Rahayu,Toko Baju Murah Pak Rahmat,0,
365de6ec-25a6-4522-89d6-714f0275d0dd,677000.0,Supermarket Berkah Jaya,Dana,2024-02-16T11:36:21.766280,IOS-0724817A,Jakarta Selatan,Xena Ariani,Toko Baju Murah Pak Rahmat,0,
bc9cd76f-8c1b-49d1-b4f1-cbe8088eb62d,350000.0,Toko Baju Murah Pak Rahmat,BCA,2024-04-04T03:28:22.038244,IOS-6552B634,Jakarta Pusat,Citra Rahayu,Minimarket Bu Endah,1,suspicious_pattern
c04624f1-6b3a-4e6b-abf1-6b65dd1d0401,73000.0,Toko Buah Bu Lastri,BNI,2024-05-22T09:22:43.408953,ANDROID-FF7173A4,Yogyakarta,Dewi Hidayat,Warung Pak Budi,0,
6a06d13e-898b-420c-817c-7b9600641d43,426000.0,Kios Pulsa Mas Feri,BRI,2024-09-10T03:35:20.720554,WEB-C6B0AE67,Palembang,Lina Wibowo,Toko Elektronik Mas Dedi,0,
f3b9d3c6-287b-4719-b594-d9fed7a1db68,398000.0,Bengkel Las Pak Slamet,OVO,2024-04-15T11:29:57.607485,IOS-556730B2,Jakarta Pusat,Kartini Suharto,Kios Pulsa Mas Feri,0,
b0c6d0bd-d521-471c-aab4-86f069859ded,382000.0,Kios Pulsa Mas Feri,OVO,2024-07-27T20:56:50.437636,WEB-8A43E434,Depok,Budi Setiawan,Warung Makan Bu Tini,0,
2af79e62-d38c-473d-afe0-1d919ea4ddf1,275000.0,Konter HP Bu Nurul,QRIS,2024-01-24T20:49:25.449046,ANDROID-7D887E63,Jakarta Pusat,Fajar Handoko,Toko Alat Tulis Mas Erwan,0,
b52ac71c-b2ed-4588-81b9-f0021ec55771,71000.0,Toko Online Bu Sari,BNI,2024-11-30T09:53:15.865284,ANDROID-41225A53,Depok,Tono Handoko,Salon Cantik Bu Dewi,0,
b327177a-9929-49d4-9d6e-413d21ca5d9c,41000.0,Warung Pak Budi,GoPay,2024-10-04T07:49:27.300065,ANDROID-4F04FA7E,Depok,Nanda Santoso,Kios Pulsa Mas Feri,0,
4449664b-3e14-4c0b-88bd-7fa4b7b7eb98,192000.0,Bengkel Las Pak Slamet,GoPay,2024-01-03T12:42:50.333570,ANDROID-74DAABB1,Bandung,Eko Firmansyah,Toko Online Bu Sari,0,
d86af109-c74c-43d7-9911-4033d078061f,179000.0,Toko Online Bu Sari,Mandiri,2024-09-28T10:47:14.313542,ANDROID-DF7F40B7,Jakarta Barat,Irwan Lestari,Toko Sembako Bu Yanti,0,
b2a1460f-20e3-4352-a598-f72f5590e821,1091000.0,Warung Makan Bu Tini,BRI,2024-04-13T02:44:33.723206,IOS-AD83B811,Makassar,Kartini Wijaya,Toko Baju Murah Pak Rahmat,1,suspicious_pattern
7acf1e04-4770-4d59-87d9-00b6785d7b7c,49000.0,Bakso Pak Soleh,BCA,2024-02-07T10:39:19.568544,WEB-E2674548,Makassar,Tono Wijaya,Laundry Kilat Bu Wati,0,
da069f38-1c7f-4921-aa79-ae7e0e5e06a6,73000.0,Salon Cantik Bu Dewi,BRI,2024-01-01T13:49:42.022707,WEB-17CC58AB,Bandung,Anonim-7829,Toko Baju Murah Pak Rahmat,1,identity_fraud
f3d2156a-74a4-462c-a917-3fc2c089e967,83000.0,Toko Alat Tulis Mas Erwan,GoPay,2024-08-26T13:58:35.665401,ANDROID-06D15C31,Jakarta Pusat,Oka Wibowo,Supermarket Berkah Jaya,0,
3165d886-ae14-45b3-9482-c35d97a3ceab,271000.0,Toko Buah Bu Lastri,QRIS,2024-01-23T05:59:20.043799,IOS-5D192697,Makassar,Yanto Hidayat,Kios Pulsa Mas Feri,0,
6852e80e-7e5e-425b-94e7-bab2ef1efa69,89000.0,Salon Cantik Bu Dewi,Mandiri,2024-10-24T17:17:15.393288,IOS-EEAC0D88,Jakarta Timur,Tono Setiawan,Minimarket Bu Endah,0,
9a3cbede-0d14-4b8b-a0a6-8cf8908fbfb6,4810000.0,FAKE-Warung Pak Budi,GoPay,2024-02-17T23:13:07.646590,WEB-6D20E23B,Jakarta Selatan,Eko Prasetyo,Apotek Sehat Sejahtera,1,invoice_manipulation
e60b3197-d5af-4b2b-9e6b-4031562949cc,1367000.0,Apotek Sehat Sejahtera,BNI,2024-06-28T19:23:53.746191,IOS-15059C5E,Jakarta Pusat,Dewi Lestari,Toko Online Bu Sari,0,
f38c6c34-4df1-48ff-a4ef-1b8e6911954a,69000.0,Toko Online Bu Sari,BNI,2024-04-11T13:16:09.601960,ANDROID-6FA22D8C,Makassar,Budi Hidayat,Konter HP Bu Nurul,0,
b945d591-a8f0-4a90-8502-d9656b6407a2,3922000.0,Minimarket Bu Endah,GoPay,2024-04-13T22:15:58.018777,ANDROID-940BFC6D,Medan,Citra Setiawan,Konter HP Bu Nurul,1,duplicate
fd1967ec-fa74-477c-b779-d99e453eaaf4,1007000.0,Bengkel Motor Mas Agus,LinkAja,2024-03-04T18:30:05.773960,ANDROID-58602259,Jakarta Pusat,Reza Wijaya,Bengkel Las Pak Slamet,0,
4f729e8b-8d0a-4f69-b8d8-637e6cb5e3fc,184812000.0,Bengkel Las Pak Slamet,BRI,2024-10-17T06:17:50.385098,WEB-2FCFD63A,Jakarta Barat,Citra Firmansyah,Salon Cantik Bu Dewi,1,amount_anomaly
54c827d3-825e-4baf-8372-b324c5cc4014,87000.0,Toko Buah Bu Lastri,QRIS,2024-01-11T15:16:57.936504,ANDROID-FDA6AAB6,Bekasi,Wahyu Purnama,Jasa Print Pak Hendra,0,
241fc41b-e8dd-43f7-9d1e-14ec1eb382f7,394000.0,Toko Elektronik Mas Dedi,BCA,2024-10-27T08:57:08.216986,ANDROID-A38B02D9,Yogyakarta,Umi Nugroho,Bengkel Motor Mas Agus,0,
